traveler,partNo,pot,forecastPieces,receivedPieces,receivedBoxQty,receivedWeight,receiveDate,receivedBy,note,createdAt
711818,06104725AA,39,101698,101698,,,2026-06-25,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711819,06104725AA,1071,102642,102642,,,2026-06-25,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711820,06104725AA,721,100849,100849,,,2026-06-25,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711821,06104725AA,1043,103302,103302,,,2026-06-25,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711823,06104725AA,1721,84811,84811,,,2026-06-25,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711825,11546389,1363,137273,137273,,,2026-06-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711826,11546389,782,105974,105974,,,2026-06-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711827,11546389BR,45,120260,120260,,,2026-06-25,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711828,11546389BR,237,117922,117922,,,2026-06-25,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711829,11546389,382,117403,117403,,,2026-06-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711830,11546389,272,117273,117273,,,2026-06-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711831,11546389,1585,120649,120649,,,2026-06-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711843,11546449,1068,92288,92288,,,2026-06-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711844,11546449,462,87373,87373,,,2026-06-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711846,11546449,547,81525,81525,,,2026-06-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711848,11546449,1686,84153,84153,,,2026-06-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711850,11546449,1391,94915,94915,,,2026-06-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711851,11546449,605,83305,83305,,,2026-06-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711860,11549168-CA-IN,198,45000,45000,,,2026-07-17,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711863,11549168-CA-IN,966,44000,44000,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711865,11549168-CA-IN,318,46000,46000,,,2026-07-27,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711867,11549168-CA-IN,975,45000,45000,,,2026-08-19,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711869,11549168-CA-IN,1001,42000,42000,,,2026-07-27,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711882,06101968-A,409,75455,75455,,,2026-07-02,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711883,06101968-A,522,72652,72652,,,2026-07-02,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711884,06511701AA,1546,79568,79568,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711885,06511701AA,1423,75540,75540,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711890,11602326,1382,4057,4057,,,2026-07-01,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711891,11602326,224,4745,4745,,,2026-07-01,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711892,11602326,381,4236,4236,,,2026-07-01,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711894,11546456,99,76148,76148,,,2026-07-02,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711895,11546456,1674,70492,70492,,,2026-07-02,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711896,11546456,820,67623,67623,,,2026-07-02,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711897,11546456,760,79836,79836,,,2026-07-02,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711913,11546437-MY-AK,729,78923,78923,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711914,11546437-MY-AK,943,90769,90769,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711915,11546437-MY-AK,1645,79077,79077,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711916,11546437-MY-AK,154,84231,84231,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711917,11546437-MY-AK,1670,84077,84077,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711926,06105048AA,KIB,40000,40000,,,2026-06-26,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711928,06105048AA,KIB,40000,40000,,,2026-06-26,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711939,11549204,222,7508,7508,,,2026-07-01,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711944,11546462,444,24425,24425,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711945,11546462,293,26350,26350,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711946,11546462,545,27350,27350,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711947,11546462,1681,23500,23500,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711948,11546462,404,19325,19325,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711950,11546462,1649,20650,20650,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
711953,11546462,852,25375,25375,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712076,F1302AB,778,21909,21909,,,2026-07-27,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712084,06506707AA,1637,22740,22740,,,2026-07-17,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712085,06502979-A,1334,18283,18283,,,2026-06-15,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712086,06502979-A,171,23056,23056,,,2026-06-15,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712101,11546367-MY-AK,917,25398,25398,,,2026-07-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712102,11546367-MY-AK,1638,24000,24000,,,2026-07-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712103,11546367-MY-AK,464,1175,1175,,,2026-07-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712104,11546367-MY-AK,373,1100,1100,,,2026-07-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712105,11546367-MY-AK,1323,25075,25075,,,2026-07-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712107,11546367-MY-AK,1528,25355,25355,,,2026-07-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712108,11546367-MY-AK,1520,24839,24839,,,2026-07-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712109,11546367-MY-AK,1076,24129,24129,,,2026-07-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712110,11546367-MY-AK,514,25269,25269,,,2026-07-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712111,11546367-MY-AK,51,24237,24237,,,2026-07-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712112,11546367-MY-AK,764,25742,25742,,,2026-07-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712113,11546378-MY-AK,290,39770,39770,,,2026-07-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712114,11546378-MY-AK,1524,47318,47318,,,2026-07-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712115,11546378-MY-AK,258,43908,43908,,,2026-07-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712116,11546378-MY-AK,1696,42069,42069,,,2026-07-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712117,11546378-MY-AK,1575,45287,45287,,,2026-07-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712118,11546378-MY-AK,938,40766,40766,,,2026-07-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712120,11546378-MY-AK,53,47816,47816,,,2026-07-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712121,11546378-MY-AK,1621,39923,39923,,,2026-07-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712123,11546378-MY-AK,1362,44176,44176,,,2026-07-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712125,11546378-MY-AK,489,45862,45862,,,2026-07-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712126,11546378-MY-AK,190,41303,41303,,,2026-07-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712127,11546378-MY-AK,687,42644,42644,,,2026-07-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712128,11546378-MY-AK,551,43908,43908,,,2026-07-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712129,11546545,1346,99000,99000,,,2026-07-01,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712130,11546545,194,81000,81000,,,2026-07-01,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712135,11546545,918,92167,92167,,,2026-07-01,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712136,11546545,3,90000,90000,,,2026-07-01,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712138,11604183,109,13850,13850,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712143,11546389BR,284,122315,122315,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712144,11546389BR,1045,122804,122804,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712145,06511847AA,944,24700,24700,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712146,06511847AA,73,24800,24800,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712153,06104388AA,1743,18668,18668,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712155,11546774-MY-AK,1574,13740,13740,,,2026-07-28,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712156,11546774-MY-AK,579,13435,13435,,,2026-07-28,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712157,11546774-MY-AK,276,13352,13352,,,2026-07-28,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712158,11546774-MY-AK,46,13227,13227,,,2026-07-28,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712162,11546367,347,23961,23961,,,2026-07-15,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712165,11546367-MY-AK,614,24172,24172,,,2026-07-08,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712166,11546449,1749,91695,91695,,,2026-07-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712167,11546449,1750,89915,89915,,,2026-07-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712168,11546449,1736,90932,90932,,,2026-07-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712169,11546449,1741,90254,90254,,,2026-07-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712170,11546449,1727,89322,89322,,,2026-07-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712173,06513514AA,690,8568,8568,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712176,11561645,1583,132338,132338,,,2026-07-09,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712177,11561645,228,115974,115974,,,2026-07-09,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712178,11561645,1112,118312,118312,,,2026-07-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712179,11561645,342,115195,115195,,,2026-07-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712180,11546462,765,21600,21600,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712181,11546462,678,22900,22900,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712182,11546462,734,21350,21350,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712183,11546462,951,23500,23500,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712184,11546462,1734,22650,22650,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712185,11546462,1722,24175,24175,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712186,11546462,1723,26750,26750,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712187,11546462,1721,25625,25625,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712188,11546462,1731,23450,23450,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712189,11546462,1732,23750,23750,,,2026-06-29,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712190,11546449,1724,87203,87203,,,2026-07-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712191,11546449,1737,94068,94068,,,2026-07-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712192,11546449,1726,92373,92373,,,2026-07-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712193,11546449,1725,88983,88983,,,2026-07-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
712194,11546449,1744,94576,94576,,,2026-07-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
